firm_name,publication_number,title,filing_date,filing_year,inventor
HAVELSAN,TR202021707A1,Enerji̇ hatlarinda i̇ha i̇le kaçak enerji̇ tespi̇ti̇ i̇çi̇n bi̇r si̇stem ve …,2020-12-25,2020,A
HAVELSAN,TR202021717A1,Rgb kamera görüntüleri̇nden kenevi̇r tespi̇ti̇ i̇çi̇n deri̇n öğrenme temelli̇ …,2020-12-25,2020,A
HAVELSAN,TR202021631A1,Mühi̇mmat depolama ve bakimi i̇çi̇n bi̇r sensör si̇stemi̇,2020-12-24,2020,A
HAVELSAN,TR202021704A1,5g ve ötesi̇ ağ yapilarinda kullanicidan kullaniciya önbellekleme i̇çi̇n bi̇r …,2020-12-25,2020,A
HAVELSAN,TR202021653A1,Parmak tabanli elektroni̇k anahtar üreti̇mi̇ i̇çi̇n bi̇r yöntem,2020-12-24,2020,A
HAVELSAN,TR202021620A1,Askeri̇ mobi̇l çevi̇k eklemeli̇ üreti̇m tesi̇si̇,2020-12-24,2020,A
HAVELSAN,TR2021017056A2,Tek kameradan yöneli̇mi̇ di̇kkate alan üç boyutlu nesne tespi̇t yöntemi̇,2021-11-02,2021,A
HAVELSAN,TR202021651A1,Mühi̇mmat depolama bakim i̇zleme i̇çi̇n bi̇r yöntem,2020-12-24,2020,A
HAVELSAN,TR202012628A2,Hi̇perspektral görüntülerden sinir güvenli̇ği̇ i̇çi̇n tehdi̇t algilama si̇stemi …,2020-08-11,2020,A
HAVELSAN,TR202012599A2,Mermi̇ ti̇pi̇ne göre yapisal ömür hesabi i̇çi̇n bi̇r si̇stem,2020-08-11,2020,A
HAVELSAN,TR202012515A2,Hi̇perspektral görüntülerden hava tarama si̇stemi̇,2020-08-10,2020,A
HAVELSAN,TR202001227A2,Görüntü i̇şleme tekni̇kleri̇yle gerçek zamanli opti̇k form anlamlandirmasi i̇çi …,2020-01-28,2020,A
HAVELSAN,TR201922848A2,İkli̇mlendi̇rme kontrolü i̇çi̇n anlik kullanici terci̇hleri̇ ve kümülati̇f …,2019-12-31,2019,Anonim
HAVELSAN,TR201922853A1,Karma gerçekli̇k si̇stemleri̇ i̇çi̇n üç boyutlu yüzey hapti̇k arayüzü,2019-12-31,2019,Anonim
HAVELSAN,TR202012471A2,Hi̇perspektral görüntülerden güneş paneli̇ tespi̇ti̇ i̇çi̇n bi̇r si̇stem,2020-08-10,2020,A
HAVELSAN,TR201922836A2,Ntds veri̇ i̇zleme ci̇hazi,2019-12-31,2019,Anonim
HAVELSAN,TR202101257A2,Güvenli̇ ve güveni̇li̇r artirilmiş gerçekli̇k uygulamalari geli̇şti̇ri̇lmesi̇ i …,2021-01-27,2021,A
HAVELSAN,TR201922660A1,Görüntüden ki̇şi̇ eşkali̇ teşhi̇si̇ i̇çi̇n bi̇r yöntem,2019-12-30,2019,A
HAVELSAN,TR201922842A2,Bi̇r radar fi̇ltreleme ve yayinlama düzeneği̇,2019-12-31,2019,Anonim
HAVELSAN,TR201001873U,Gerçek silah sisteminin radar yayınını emüle eden radar yayın cihaz yapılanması …,2010-03-11,2010,Anoni̇m
HAVELSAN,TR201908414A2,Ni̇teli̇k tabanli siniflandiricilar i̇le yapay zeka tabanli eşkal tespi̇ti̇ …,2019-05-31,2019,Anonim
HAVELSAN,TR201002069A2,Elektronik oy pusulası.,2010-03-18,2010,Anoni̇m
HAVELSAN,TR201108856A2,Gemi veri dağıtım sistemi.,2011-09-08,2011,Anoni̇m
HAVELSAN,TR2021021410A2,Ateşli̇ si̇lahlarin namlusuna bağlanarak kullanilan aparatlar i̇çi̇n bi̇r ki̇li …,2021-12-28,2021,A
HAVELSAN,TR2021021537A2,Torpi̇do test seti̇,2021-12-29,2021,A
HAVELSAN,TR2022010269A1,Blockchain temelli̇ sağlik/tibbi̇ rapor yöneti̇m si̇stemi̇,2022-06-21,2022,Anoni̇m
HAVELSAN,TR2022014197A2,Olay yeri̇ parmak i̇zleri̇nde poz kesti̇ri̇mi̇ne yöneli̇k bi̇r yöntem,2022-09-13,2022,Anoni̇m
HAVELSAN,TR2022015369A1,Ptz kamera görüntüleri̇ üzeri̇nde deri̇n öğrenme yöntemleri̇ i̇le kavga tespi̇ …,2022-10-07,2022,Anoni̇m
HAVELSAN,TR2022019819A2,Müzi̇k ri̇tmi̇ne ve hareket tanima algori̇tmasina dayali vi̇deo düzenleme …,2022-12-20,2022,Anoni̇m
HAVELSAN,TR2022021738A1,Gemi̇leri̇n borda numarasinin okunmasi i̇le i̇lgi̇li̇ bi̇r yöntem,2022-12-30,2022,Anoni̇m
HAVELSAN,TR2022021699A1,İnsansiz kara araçlari i̇çi̇n komuta ve kontrol yöntemi̇,2022-12-30,2022,Anoni̇m
HAVELSAN,TR2023005908A1,İnsansiz otonom si̇stemler i̇çi̇n li̇der-taki̇pçi̇ sürü kontrol yöntemi̇ ve bu …,2023-05-24,2023,Anoni̇m
HAVELSAN,TR2023006798A1,Bi̇r opti̇mal yüz tespi̇t si̇stemi̇ ve metodu,2023-06-09,2023,Anoni̇m
HAVELSAN,TR2024001077A1,Taarruz görevleri̇ i̇çi̇n kisitlar ve çoklu kri̇terler göz önünde …,2024-01-30,2024,Anoni̇m
HAVELSAN,TR201102168U,Isı Ve Nem Ölçen Veri Toplayıcı Cihaz.,2011-03-07,2011,Anoni̇m
HAVELSAN,TR201002163A2,Bir elektronik oylama sistemi ve yöntemi.,2010-03-22,2010,Anoni̇m
HAVELSAN,TR201002201A2,Bir oylama cihazı,2010-03-23,2010,Anoni̇m
HAVELSAN,TR2023011529A1,Gerçek zamanli i̇şleti̇m si̇stemi̇ olan bi̇r platformda pencereleme ve …,2023-09-15,2023,Anoni̇m
HAVELSAN,TR2022000384A2,Sürü görsel hedef füzyonu,2022-01-12,2022,Anonim
HAVELSAN,TR2022018556A1,Ptz kamera görüntüleri̇ üzeri̇nde deri̇n öğrenme yöntemleri̇ i̇le emni̇yet …,2022-12-05,2022,Anonim
HAVELSAN,TR2022015993A1,Kablolu bağlanti üzeri̇nden ci̇haz ki̇mli̇ği̇ni̇n ve parmak i̇zi̇ni̇n …,2022-10-21,2022,Anonim
HAVELSAN,TR2024014384A1,Havadan erken i̇hbar kontrol uçaği (hi̇k) ve si̇lahli/i̇nsansiz hava araci (s/i …,2024-10-22,2024,Anonim
HAVELSAN,TR2024012364A2,Deprem bölgesel yoğunluk anali̇zi̇ ve opti̇mum kurtarma atama si̇stemi̇ ve …,2024-09-17,2024,Anoni̇m
HAVELSAN,TR2024010527A1,Mobi̇l ci̇hazlar kullanilarak hava araçlarinin ve kara bi̇rli̇kleri̇ni̇n bi̇rbi …,2024-08-12,2024,Anonim
HAVELSAN,TR2022016164A2,"Parmak i̇zi̇ eşleşti̇rmeye yöneli̇k özelli̇k, skor ve sira füzyonu temelli̇ …",2022-10-25,2022,Anonim
HAVELSAN,TR2022016962A1,Görüntü üzeri̇nde nesne ve nesneni̇n konumunun tespi̇ti̇ i̇çi̇n bi̇r yöntem,2022-11-09,2022,Anonim
HAVELSAN,TR201503818A2,Kabin içi kablosuz eğlence sistemi,2015-03-27,2015,Anonim
HAVELSAN,TR201609185A2,Gerçek zamanlı analog video-Ethernet dönüştürücü cihazı,2016-06-29,2016,Anonim
HAVELSAN,TR201605250A2,Dai̇resel topoloji̇ ağ yapilanmasi,2016-04-22,2016,Anonim
HAVELSAN,TR201620465A2,Bi̇r güveni̇li̇r i̇leti̇şi̇m metodu,2016-12-31,2016,Anonim
HAVELSAN,TR2022017180A2,Ön kurulumsuz ultra geni̇ş bant tabanli i̇ki̇ referans noktali i̇ç-diş ortam …,2022-11-14,2022,Anonim
HAVELSAN,TR201616647A2,Silah ve savaş yönetim sistemleri arasındaki bir ateşleme ara yüz birimi,2016-11-17,2016,Anonim
HAVELSAN,TR201619665A3,Radar uyumlandırma birimi,2016-12-27,2016,Anonim
HAVELSAN,TR2022018222A1,İnsansiz kara araçlari i̇çi̇n gece ve gündüz i̇nsansiz hava araci tespi̇ti̇ni̇ …,2022-11-30,2022,Anonim
HAVELSAN,TR2024009949A1,Olasilik ve yansima anali̇zi̇ i̇le uçuş zamanli kamera kali̇brasyon yöntemi̇,2024-07-31,2024,Anonim
HAVELSAN,TR2024009365A1,Yazilim gereksi̇ni̇mleri̇ni̇ kali̇te faktörleri̇ ve büyük di̇l modeli̇ destekli …,2024-07-19,2024,Anonim
HAVELSAN,TR2022020994A1,Işik kaynaklarinin konum bi̇ldi̇ri̇mi̇ i̇le kameradan tespi̇t edi̇lerek …,2022-12-28,2022,Anonim
HAVELSAN,TR2023002161A1,Deri̇n öğrenme algori̇tmalarini besleyebi̇lmek i̇çi̇n senteti̇k görüntü üreti̇ …,2023-02-27,2023,Anonim
HAVELSAN,TR2023005189U4,Orta ve ağir sinif i̇nsansiz kara araçlari i̇çi̇n gpu tabanli görüntü i̇şleme …,2023-05-10,2023,Anonim
HAVELSAN,TR2023003174A1,Cep telefonu kamerasi i̇le çeki̇len fotoğrafta i̇şaretlenen noktanin …,2023-03-23,2023,Anonim
HAVELSAN,TR2023003221A2,Çok katmanli data anahtarlama donanimi,2023-03-24,2023,Anonim
HAVELSAN,TR2023019516A1,Heli̇kopter si̇mülatörleri̇ i̇çi̇n rotor freni̇ yetki̇lendi̇rme mekani̇zmasi,2023-12-29,2023,Anonim
HAVELSAN,TR2023019678A1,İnsansiz kara araçlari i̇çi̇n geri̇ bi̇ldi̇ri̇mli̇ taki̇p mekani̇zmasi,2023-12-29,2023,Anonim
HAVELSAN,TR2023005255A1,Bi̇r opti̇mal araç plaka tanima si̇stemi̇ ve metodu,2023-05-11,2023,Anonim
HAVELSAN,TR2023008829A1,Olay yeri̇ parmak i̇zi̇ görünütleri̇ni̇n otomati̇k olarak yeni̇den ölçeklendi̇ …,2023-07-26,2023,Anonim
HAVELSAN,TR2023019119A2,İnsansiz hava araçlarinin radyo frekansi kullanilarak di̇nami̇k bi̇r şeki̇lde …,2023-12-28,2023,Anonim
HAVELSAN,TR2023013301A1,Vi̇deo görüntüleri̇nde gerçek zamanli koşu tespi̇ti̇ ve taki̇bi̇ i̇çi̇n bi̇r …,2023-10-18,2023,Anonim
HAVELSAN,TR2023010155A1,Radar test si̇mülatörü kali̇brasyon yöntemi̇ ve bu yönteme uygun çalişan bi̇r …,2023-08-21,2023,Anonim
HAVELSAN,TR2023011824A1,Toplu taşima araçlarinda balikgözü mercekli̇ kameralar i̇le yoğunluk tespi̇t …,2023-09-22,2023,Anonim
HAVELSAN,TR2023018154A1,Askeri̇ ve aci̇l durum operasyon eki̇pleri̇ni̇n durumsal farkindaliği i̇çi̇n bi …,2023-12-22,2023,Anonim
HAVELSAN,TR2023011844A1,Balikgözü şoför kameralarindan trafi̇k işiği i̇hlalleri̇ni̇n otomati̇k tespi̇ti …,2023-09-22,2023,Anonim
HAVELSAN,TR2023018144A1,Ultra geni̇ş bant (ugb) destekli̇ yük tespi̇t ve konumlandirma yöntemi̇,2023-12-22,2023,Anonim
HAVELSAN,TR2023016722A1,Askeri̇ eki̇pler i̇çi̇n modüler bi̇r durumsal farkindalik si̇stemi̇,2023-12-07,2023,Anonim
HAVELSAN,TR2023013307A2,Bi̇li̇nen konumlara sahi̇p işik kaynaklarinin kameradan tespi̇t edi̇lerek …,2023-10-18,2023,Anonim
HAVELSAN,TR2023015513A1,Kamera görüntüleri̇ üzeri̇nden i̇nsansiz hava aracinin konumunu beli̇rleme …,2023-11-22,2023,Anonim
HAVELSAN,TR2023015424A1,Sabi̇t odakli kamera i̇le mesafe tahmi̇ni̇ne dayali yön bağimsiz hiz tespi̇ti̇,2023-11-21,2023,Anonim
HAVELSAN,TR202106182A2,Kapali alanlarda kullanici konumlandirma i̇çi̇n hi̇bri̇d bi̇r yöntem,2021-04-07,2021,Anonim
HAVELSAN,TR202112017A2,Az bantli görüntü i̇le eşeleme i̇zleri̇ni̇n saptanmasi,2021-07-29,2021,A
HAVELSAN,TR201908593A2,Plaka tanima si̇stemi̇ kamera görüntüleri̇ kullanilarak tütün kullanimi tespi̇ …,2019-06-11,2019,Anonim
HAVELSAN,TR201909402A2,Servi̇s yöneli̇mli̇ bi̇r artirilmiş gerçekli̇k altyapisi si̇stemi̇,2019-06-25,2019,Anonim
HAVELSAN,TR201914880A2,Kizilötesi̇ kamera görüntüleri̇nden kenevi̇r tespi̇ti̇ i̇çi̇n bi̇r yöntem,2019-09-30,2019,Anonim
HAVELSAN,TR201914870A2,Bi̇r si̇müle dürbün düzeneği̇,2019-09-30,2019,Anonim
HAVELSAN,TR201922663A2,Iff çoklu hedef tespi̇ti̇ i̇çi̇n bi̇r yöntem,2019-12-30,2019,Anonim
HAVELSAN,TR201914874A2,Karakter bölütleme bağimsiz deri̇n öğrenme tabanli plaka tanima yöntemi̇,2019-09-30,2019,Anonim
HAVELSAN,TR201922664A2,Özel bi̇rleşi̇k radar si̇nyali̇ ayriştirici,2019-12-30,2019,Anonim
HAVELSAN,TR201922845A2,Radar video işleme ve hedef tespit yöntemi,2019-12-31,2019,Anonim
HAVELSAN,TR201923022A2,Uçuş eği̇ti̇mi̇ i̇çi̇n artirilmiş gerçekli̇k i̇le desteklenmi̇ş maki̇ne …,2019-12-31,2019,Anonim
HAVELSAN,TR202102257A2,Şüpheli̇ veya çalinti araç tespi̇ti̇ i̇çi̇n deri̇n öğrenme tabanli bi̇r yöntem,2021-02-17,2021,Anonim
HAVELSAN,TR202102250A2,Deni̇zalti bütünleşi̇k torpi̇do atiş kontrol si̇stemi̇ ve bu si̇steme uygun …,2021-02-17,2021,Anonim
HAVELSAN,TR202105451A2,Di̇ji̇tal radar uyumlandirma bi̇ri̇mi̇,2021-03-25,2021,Anonim
HAVELSAN,TR201923100A2,Çoklu kullanicili si̇stemlerde poli̇ti̇ka yöne-ti̇mi̇ i̇çi̇n bi̇r yöntem,2019-12-31,2019,Anonim
HAVELSAN,TR202018659U4,Taşinabi̇li̇r hareket sensörü si̇stemi̇ (radar),2020-11-20,2020,A
HAVELSAN,TR202106597A2,Aci̇l durum eki̇pleri̇ni̇n durumsal farkindaliklarinin tespi̇ti̇ i̇çi̇n bi̇r …,2021-04-14,2021,Anonim
HAVELSAN,TR2021010639A2,Donanimsal olarak hizlandirilmiş veri̇ ayriştirma ve zengi̇nleşti̇rme i̇çi̇n bi …,2021-06-29,2021,A
HAVELSAN,TR202102256A2,Blockchain tabanli gayri̇menkul kaydi i̇çi̇n bi̇r yöntem,2021-02-17,2021,Anonim
HAVELSAN,TR202105836A2,Hi̇perspektral görüntülerden şehi̇r güvenli̇ği̇ i̇çi̇n tehdi̇t algilama si̇ …,2021-03-31,2021,Anonim
HAVELSAN,TR2021019362A1,Park i̇hlal si̇stemleri̇nde araç ve plakalarin eşleşti̇ri̇lmesi̇ne yöneli̇k bi̇ …,2021-12-08,2021,Anonim
HAVELSAN,TR2021020278A1,Park i̇hlal si̇stemleri̇nde hareketli̇ araçlarin elenmesi̇ne yöneli̇k bi̇r …,2021-12-17,2021,Anonim
HAVELSAN,TR2023019143A1,Hava araçlari si̇mülatörleri̇ i̇çi̇n manuel i̇ni̇ş takimi koparma mekani̇zmasi,2023-12-28,2023,Anonim
HAVELSAN,TR202112982A2,Kizilötesi̇ kamera görüntüleri̇nden kenevi̇r tespi̇ti̇ i̇çi̇n bi̇r yöntem,2021-08-17,2021,A
HAVELSAN,TR2021013873A2,Hareket sensörleri̇ i̇çi̇n modüler yapili rf ve güç karti,2021-09-03,2021,Anonim
HAVELSAN,TR2021016476A2,Blok zi̇nci̇ri̇ ve dağitik defter teknoloji̇si̇ temelli̇ model ve veri̇ seti̇ …,2021-10-22,2021,Anonim
HAVELSAN,TR2021021117A1,İnsansiz hava araçlariyla yüksek i̇rti̇falarda hi̇bri̇t yaklaşimla hareketli̇ …,2021-12-27,2021,Anonim
HAVELSAN,TR2021019435A1,"Park i̇hlal tespi̇t si̇stemleri̇nde araçlarin, araliklarla gelen görüntülerden …",2021-12-08,2021,Anonim
HAVELSAN,TR2021019459A2,Mağara ve meskun mahal i̇nsansiz kara araci,2021-12-09,2021,Anonim
HAVELSAN,TR2021020036A1,"Ptz (pan, ti̇lt, zoom) kameralariyla geni̇ş alan nesne tespi̇ti̇",2021-12-15,2021,Anonim
HAVELSAN,TR2021021428A2,Gabor fi̇ltre katmanli u-net yöntemi̇ i̇le parmak i̇zi̇ bölütleme,2021-12-28,2021,Anonim
HAVELSAN,TR2021021474A1,Maki̇ne öğrenmesi̇/deri̇n öğrenme i̇çi̇n güveni̇li̇r kamera i̇çi̇ anoni̇mi̇ …,2021-12-28,2021,Anonim
HAVELSAN,TR2021021863A1,Aranan nesneni̇n bulunmasiyla taki̇p başlatan hari̇ci̇ bi̇lgi̇sayarli onvi̇f …,2021-12-30,2021,Anonim
HAVELSAN,TR2021021193A2,Koli̇masyon ölçüm ci̇hazi ve yöntemi̇,2021-12-27,2021,Anonim
HAVELSAN,TR2021021840A2,"Parmak i̇zi̇ i̇çi̇n mi̇nuti̇ae, çikinti ve yön çikarma algori̇tmalarinda ölçek …",2021-12-30,2021,Anonim
HAVELSAN,TR2023008622A2,Bi̇r az-atimli nesne tespi̇t si̇stemi̇ ve metodu,2023-07-21,2023,Anonim
HAVELSAN,TR2021021473A2,Sabi̇t ve ptz kamera çi̇fti̇yle hotspot hareketi̇ne dayali dron (i̇nsansiz hava …,2021-12-28,2021,Anonim
HAVELSAN,TR2021021677A1,Sayaçli mutex,2021-12-29,2021,Anonim
HAVELSAN,TR2021021559A1,Park i̇hlal tespi̇t si̇stemleri̇nde araliklarla gelen görüntülerden nesneleri̇n …,2021-12-29,2021,Anonim
HAVELSAN,TR2022003578A2,Özel bi̇rleşi̇k radar si̇nyali̇ ayriştirma devresi̇,2022-03-09,2022,Anonim
HAVELSAN,TR2021020689A2,Gömülü ve bütünleşi̇k si̇stemlerde paralel yapay si̇ni̇r ağlari i̇le topluluk …,2021-12-22,2021,Anonim
HAVELSAN,TR2022009888A2,Çi̇ft yönlü çalişabi̇len ayarlanabi̇li̇r süspansi̇yon si̇stemi̇,2022-06-14,2022,Anonim
HAVELSAN,TR202010606A1,Blok zi̇nci̇re kayitli di̇ji̇tal anahtarlarin güveni̇li̇r saklanmasi ve i̇leti̇ …,2020-07-03,2020,A
HAVELSAN,TR2022009989A2,Blockchai̇n sanayi̇ katilimi/offset (sk/o) yöneti̇mi̇,2022-06-15,2022,Anonim
HAVELSAN,TR2022010477A2,Olay yeri̇ veri̇leri̇ni̇ eşleşti̇rmeye yöneli̇k deri̇n öğrenme tabanli yeni̇ bi …,2022-06-23,2022,Anonim
HAVELSAN,TR201722988A2,Toprak altı gömülü cisim tespitine yönelik bir tespit sistemi ve yöntemi,2017-12-29,2017,Anonim
HAVELSAN,TR2022012201A2,Ptz kameralarinin deri̇n öğrenme yöntemleri̇ i̇le otomati̇k kali̇brasyonu ve …,2022-08-02,2022,Anonim
HAVELSAN,TR2022012231A2,Ki̇rli̇ parmak i̇zi̇ ve ki̇rli̇ avuç i̇çi̇ne yöneli̇k çok aşamali füzyon …,2022-08-02,2022,Anonim
HAVELSAN,TR2022013202A2,Olay yeri̇ parmak i̇zi̇ eşleşti̇rmeye yöneli̇k mi̇nuşa dağilim ve uzamsal …,2022-08-22,2022,Anonim
HAVELSAN,TR2022014509A1,Blok zi̇nci̇r ve dağitik defter teknoloji̇ temelli̇ di̇ji̇tal/kri̇pto para …,2022-09-21,2022,Anonim
HAVELSAN,TR201722999A2,Spektral imza tabanlı bir gömülü cisim tespit sistemi ve yöntemi,2017-12-29,2017,Anonim
HAVELSAN,TR2022014789A2,X-işini görüntüleme si̇stemleri̇ i̇çi̇n bi̇r etki̇n atom numarasi tespi̇t …,2022-09-27,2022,Anonim
HAVELSAN,TR201723009A1,Askeri amaçlı kullanılan bir gömülü cisim tespit sistemi ve yöntemi,2017-12-29,2017,Anonim
HAVELSAN,TR201723494A2,Bi̇r hi̇perspektral görüntüleme yöntemi̇,2017-12-31,2017,Anonim
HAVELSAN,TR201806846A2,Bi̇r teknoloji̇ yöneti̇m platformu,2018-05-15,2018,Anonim
HAVELSAN,TR2022021663U4,Geçi̇ş kontrol si̇stemleri̇ni̇n veri̇ i̇leti̇mi̇nde güç hatlarinin kullanilmasi,2022-12-30,2022,Anonim
HAVELSAN,TR2022017194A2,Tek referans noktali ön kurulumsuz i̇ç ortam konumlandirma yöntemi̇,2022-11-14,2022,Anonim
HAVELSAN,TR2022017187A1,İki̇ sabi̇t ultra geni̇ş bant tabanli çapa i̇le otonom araç konumlandirma …,2022-11-14,2022,Anonim
HAVELSAN,TR2024017660A1,Radar veri̇si̇ i̇çermeyen gerçek veri̇ kümeleri̇ne senteti̇k radar veri̇si̇ …,2024-12-04,2024,Anonim
HAVELSAN,TR201819906A2,Patent TR201819906A2,2018-12-20,2018,Anonim
HAVELSAN,TR2024017674A1,Otonom si̇stemler i̇çi̇n nokta bulutunu otomati̇k eti̇ketleme yöntemi̇,2024-12-04,2024,Anonim
HAVELSAN,TR2023003836A1,Taşinabi̇li̇r ci̇hazlar kullanilarak çeki̇len fotoğraftaki̇ güneşi̇n konumu i̇ …,2023-04-07,2023,Anonim
HAVELSAN,TR2022019711A2,Si̇ni̇r aği (neural network) kullanarak şarj i̇stasyonu lokasyon öneri̇ yöntemi …,2022-12-19,2022,Anonim
HAVELSAN,TR2022019715A1,Bulut tabanli karma sürü si̇stemleri̇ yazilim geli̇şti̇rme platformu,2022-12-19,2022,Anonim
HAVELSAN,TR2024007156A1,Yeni̇ bi̇r di̇l modeli̇ ve bu modele uygun bi̇r yöntem,2024-06-05,2024,Anonim
HAVELSAN,TR2022021009A2,Gerçek zamanli görüntü taki̇bi̇nden ekran karti i̇le hizlandirilmiş özni̇teli̇ …,2022-12-28,2022,Anonim
HAVELSAN,TR2022021039A2,Gerçek zamanli i̇şleti̇m si̇stemi̇ olan bi̇r platformda 3d görüntülemeni̇n …,2022-12-28,2022,Anonim
HAVELSAN,TR2022021044A2,Hava yer top atişi görsel skorlama yöntemi̇,2022-12-28,2022,Anonim
HAVELSAN,TR2024013094A1,Taşinabi̇li̇r ci̇hazlarda açi ölçen sensörleri̇n kali̇brasyonu i̇çi̇n canli …,2024-09-30,2024,Anonim
HAVELSAN,TR2023000020A1,Artirilmiş gerçekli̇k si̇stemleri̇nde elde edi̇len 3d hari̇tadaki̇ nesneleri̇n …,2023-01-02,2023,Anonim
HAVELSAN,TR2023000111A1,Si̇mülasyonlar i̇çi̇n i̇leti̇m geci̇kme test yöntemi̇ ve bu yönteme uygun …,2023-01-04,2023,Anonim
HAVELSAN,TR2024003807A1,Hava platform kameralari i̇çi̇n yer konumu destekli̇ görüntü ve yapay zekâ …,2024-03-27,2024,Anonim
HAVELSAN,TR2024003414A1,Hava platform kameralari i̇çi̇n görüntü ve yapay zekâ tabanli çoklu nesne i̇ …,2024-03-20,2024,Anonim
HAVELSAN,TR2024008487U4,Opti̇k sensöre lazer i̇şaretleyi̇ci̇ni̇n monte edi̇lmesi̇ i̇çi̇n bi̇r adaptör …,2024-07-02,2024,Anonim
HAVELSAN,TR2023019228A1,Hedef taki̇bi̇nde hedefi̇n örtüşme bölgesi̇ndeki̇ hiz bozulmalarina karşi fi̇ …,2023-12-28,2023,Anonim
HAVELSAN,TR2023003635A1,Taşinabi̇li̇r ci̇haz kamerasi i̇le çeki̇len fotoğraf kullanilarak beli̇rlenen …,2023-04-03,2023,Anonim
HAVELSAN,TR2023003762A1,Yola bakan araç i̇çi̇ kameralarda kirmizi işik i̇hlali̇ tespi̇ti̇,2023-04-05,2023,Anonim
HAVELSAN,TR2022019704A2,Hava araci si̇mülatörleri̇ i̇çi̇n mekani̇k bi̇r fren si̇stemi̇,2022-12-19,2022,Anonim
HAVELSAN,TR2021020459A2,Tek ve çi̇ft açili x-işini görüntüleme ci̇hazi otomati̇k geometri̇k ölçümleme …,2021-12-20,2021,Anonim
HAVELSAN,TR2023005259A2,Bi̇r tek-atimli nesne tespi̇t metodu,2023-05-11,2023,Anonim
HAVELSAN,TR2023006523A1,Az atimli nesne tespi̇ti̇ne yöneli̇k bi̇r özni̇teli̇k bi̇rleşti̇rmeyi̇ …,2023-06-05,2023,Anonim
HAVELSAN,TR2023003838A1,Taşinabi̇li̇r ci̇haz kamerasi i̇le çeki̇len fotoğraf üzeri̇nde i̇şaretlenen …,2023-04-07,2023,Anonim
HAVELSAN,TR2023006702A1,İleti̇len elektromanyeti̇k emi̇syon üzeri̇nden ci̇haz ki̇mli̇ği̇ni̇n ve parmak …,2023-06-08,2023,Anonim
HAVELSAN,TR201814013A2,Araç sürücüsüne yöneli̇k kamera i̇le cep telefonu kullanim tespi̇t yöntemi̇,2018-09-26,2018,Anonim
HAVELSAN,TR2022020642A1,Flaşör i̇le veri̇ gönderi̇mi̇ne dayali i̇ha si̇stemleri̇ i̇çi̇n dost düşman …,2022-12-27,2022,Anonim
HAVELSAN,TR2022014693A2,Otonom sürülerde ultra geni̇ş bant teknoloji̇si̇ i̇le göreli̇ konumlandirma …,2022-09-23,2022,Anonim
HAVELSAN,TR201710793A2,Hizmet olarak yazılımın ayrılabilecek şekilde tasarlanan cerebellum …,2017-07-24,2017,Anonim
HAVELSAN,TR2023018133A1,Bi̇rden çok hareketli̇ ci̇haz kamerasi i̇le hedefi̇n küresel si̇stemde …,2023-12-22,2023,Anonim
HAVELSAN,TR2023011651A2,Taşinabi̇li̇r ci̇hazlar kullanilarak çeki̇len vi̇deodaki̇ güneşi̇n konumu i̇le …,2023-09-19,2023,Anonim
HAVELSAN,TR2023018155A2,Müşterek görev yapan otonom i̇nsansiz hava araçlari i̇çi̇n göreli̇ …,2023-12-22,2023,Anonim
HAVELSAN,TR2024003412A2,Konumu bi̇li̇nen hava araçlari üzeri̇nden konumu bi̇li̇nmeyen hava ve kara …,2024-03-20,2024,Anonim
HAVELSAN,TR2023011823A1,Cctv kameralarda araç parçali taki̇pleri̇n plaka veri̇si̇ i̇le yeni̇den ki̇mli̇ …,2023-09-22,2023,Anonim
HAVELSAN,TR2024003310U4,Daliş yapabi̇len kami̇kaze i̇nsansiz deni̇z araci,2024-03-19,2024,Anonim
HAVELSAN,TR2023019582U4,Fotokapanlar i̇çi̇n mi̇li̇metre dalga radarli bi̇r kamera teti̇kleme si̇stemi̇,2023-12-29,2023,Anonim
HAVELSAN,TR2023016496A1,Küresel konum beli̇rleme si̇stemi̇ (gnss) veri̇si̇ olmayan ortamlarda taşinabi̇ …,2023-12-05,2023,Anonim
HAVELSAN,TR2023013943A1,"Deri̇n öğrenmeye dayali nesne tespi̇t yöntemleri̇ destekli̇, ön plan/arka plan …",2023-10-30,2023,Anonim
HAVELSAN,TR2023013921A1,Yüksek çözünürlüklü bozuk görüntü restorasyonu i̇çi̇n bi̇r yöntem,2023-10-27,2023,Anonim
HAVELSAN,TR2023013295A1,Koordi̇nati bi̇li̇nen noktanin taşinabi̇li̇r ci̇haz kamerasi i̇le çeki̇len …,2023-10-18,2023,Anonim
HAVELSAN,TR2023014409A1,Ön kurulumsuz ugb tabanli kapali ortam haberleşme yöntemi̇,2023-11-06,2023,Anonim
HAVELSAN,TR2023015448A1,Ölçek farki bulunan olay yeri̇ görüntülerde eşleşti̇rmeye yöneli̇k mi̇nnet …,2023-11-21,2023,Anonim
HAVELSAN,TR201815751A2,Kabi?n i?c?i? sanal gerc?ekli?k tabanli eg?lence si?stemi?,2018-10-22,2018,Anonim
HAVELSAN,TR201908416A2,Anlamsal katişim uzayinda görsel ve meti̇nsel bi̇lgi̇ tabanli bi̇r görüntü geti …,2019-05-31,2019,Anonim
HAVELSAN,TR201914872A2,Çeşi̇tli̇ araç platformlari i̇çi̇n hi̇perspektral kamera kullanarak kamuflaj …,2019-09-30,2019,Anonim
