firm_name,publication_number,title,filing_date,filing_year,inventor
HAVELSAN,TR201819910A2,Askeri̇ amaçli menfez gözetleme ve uyari si̇stemi̇,2018-12-20,2018,Anonim
HAVELSAN,TR201914878A2,Takti̇k saha haberleşme si̇stemi̇,2019-09-30,2019,Anonim
HAVELSAN,TR201723127A2,Torpido ön değer yükleme ve fırlatma cihazı,2017-12-29,2017,Anonim
HAVELSAN,TR201723131A2,Kullanıcı Davranışlarını Kullanarak Yeni Kullanıcıları Yönlendirebilen Sistem,2017-12-29,2017,Anonim
HAVELSAN,TR201712831A2,Hizmet Temelli Bulutta Modelleme ve Simülasyon Platformu,2017-08-25,2017,Anonim
HAVELSAN,TR201722822A2,Analog Çıkışlı Gelişmiş Radar Simülatör Cihazı,2017-12-29,2017,Anonim
HAVELSAN,TR201923092A2,Hava araçlari i̇çi̇n durumsal farkindalik ve arama kurtarma i̇çi̇n bi̇r yöntem,2019-12-31,2019,Anonim
HAVELSAN,TR2023018284A1,Ugb ve li̇dar destekli̇ kapali ortam hari̇talama ve keşi̇f yöntemi̇,2023-12-25,2023,Anonim
HAVELSAN,TR201908460A2,Meti̇nsel bi̇lgi̇leri̇n ni̇teli̇k tabanli siniflandiricilar olarak temsi̇l edi̇ …,2019-05-31,2019,Anonim
HAVELSAN,TR201806590A2,Patlayici eği̇ti̇m si̇mülatör düzeneği̇,2018-05-09,2018,Anonim
HAVELSAN,TR201821292A2,Paralel mani̇pülatörlü gerçek alet etki̇leşi̇mli̇ karma gerçekli̇k hapti̇k si̇ …,2018-12-31,2018,Anonim
HAVELSAN,TR2023011631A1,Nesne tespi̇ti̇ i̇çi̇n varsayilan kutu tasarimi kullanmayan bi̇r bölge önerme …,2023-09-19,2023,Anonim
HAVELSAN,TR2021021683A2,Dağitik uygulamalar arasi senkroni̇zasyon yöntemi̇,2021-12-29,2021,Anoni̇m
ASELSAN,TR201514432T1,Veri̇ni̇n i̇leri̇ beslemeli̇ si̇ni̇r aği mi̇mari̇si̇ kullanilarak yalanci-yi̇ …,2013-06-21,2013,Ticaret
ASELSAN,TR201804106T1,Ssb modülasyon i̇le paralel manyeti̇k rezonans görüntüleme i̇çi̇n tamamen …,2016-01-28,2016,Ticaret
ASELSAN,TR201900150A2,Tork Yükleme Test Cihazı,2019-01-07,2019,Ticaret
ASELSAN,TR201614118A1,Bir deniz aracı tanıma yöntemi.,2016-10-07,2016,Ticaret
ASELSAN,TR201716365A2,Ku-band mi̇nyatür dalga kilavuzu alçak geçi̇ren fi̇ltre,2017-10-24,2017,Ticaret
ASELSAN,TR202008577A1,Opti̇k büyütmesi̇ artirilmiş bi̇r si̇lah üstü termal görüntüleme ci̇hazi,2020-06-03,2020,A
ASELSAN,TR201000297A2,Bir kızılötesi mercek.,2010-01-14,2010,Anon�M
ASELSAN,TR202015881A2,Manyetik parçacık görüntüleme için süper-çözünürlüklü bir kalibrasyon yöntemi,2020-10-06,2020,Anoni̇m
ASELSAN,TR201723043A2,Konfigüre Edilebilir Elektro-Mekanik Kablaj Tahtası,2017-12-29,2017,Anonim
ASELSAN,TR201920632A2,Homojen soğutma sağlayan soğuk plaka,2019-12-18,2019,Anonim
ASELSAN,TR202006105A1,Ateşli̇ si̇lahlar i̇çi̇n iska mesafesi̇ ve si̇lah kali̇bre kesti̇ri̇mi̇ne …,2020-04-17,2020,A
ASELSAN,TR202022238A1,Karayolu ve demi̇ryolu taşitlari i̇çi̇n dağitik akusti̇k algilamali tespi̇t ve …,2020-12-29,2020,Anoni̇m
ASELSAN,TR202022117A2,Yüksek performansli das si̇stemleri̇ i̇çi̇n mekana ve zamana bağli gözeti̇msi̇z …,2020-12-29,2020,Anoni̇m
ASELSAN,TR2021014018A1,Dağınık Güç Yükselteçler için Yüksek Güçlü ve Geniş Bantlı Dağınık Şok İndüktör,2021-09-07,2021,Ticaret
ASELSAN,TR2022004071A2,Akusti̇k si̇nyal tabanli i̇nsansiz hava araci (i̇ha) tespi̇t yöntemi̇,2022-03-17,2022,Ticaret
ASELSAN,TR2022018136A1,Radar hedefleri̇nde i̇ndüklenen akim dağilimi temelli̇ saçilim merkezi̇ tespi̇ …,2022-11-29,2022,Ticaret
ASELSAN,TR202010217A1,Yapay Sinir Ağlarındaki Doğrusal Olmayan Aktivasyon Fonksiyonlarının Düşük …,2020-06-29,2020,Ticaret
ASELSAN,TR201800406A2,"Bi̇r manyeti̇k rezonans görüntüleme ci̇hazi i̇çi̇n çok kanalli, tümleşi̇k mrg …",2018-01-11,2018,Ticaret
ASELSAN,TR201704622A2,Bir temizleme yöntemi ve sistemi.,2017-03-28,2017,Ticaret
ASELSAN,TR201706044A2,Modüler anten şasi̇si̇,2017-04-24,2017,Ticaret
ASELSAN,TR201921786A1,Isil püskürtme yolu i̇le çok katmanli serami̇k yapilar üretmek i̇çi̇n bi̇r …,2019-12-26,2019,Ticaret
ASELSAN,TR201907601A2,YIG Filtrelerinde Oluşan Merkez Frekans Kaymasını ve Doğrusallık Hatalarını …,2019-05-20,2019,Ticaret
ASELSAN,TR201717373A2,Yüksek hi̇drostati̇k basinç dayanimli koni̇k profi̇lli̇ kovuk yapisina sahi̇p …,2017-11-06,2017,Ticaret
ASELSAN,TR201800347A2,Boyutu Küçültülmüş Faz Kaydırıcı,2018-01-10,2018,Ticaret
ASELSAN,TR201906925A2,İnsansiz hava araçlari i̇çi̇n elektri̇k tahri̇kli̇ mobi̇l güç ve yer platformu,2019-05-09,2019,Ticaret
ASELSAN,TR201510628A1,Hareketli̇ bi̇r platform üzeri̇nde yer alan ptz kamera i̇le gerçek zamanli …,2015-08-27,2015,Ticaret
ASELSAN,TR201503470A2,Bi̇r elastomeri̇k radar soğurucu malzeme ve üreti̇m yöntemi̇,2015-03-23,2015,Ticaret
ASELSAN,TR201921447A1,Manyetik modüler fisktür sistemi ve yöntemi,2019-12-25,2019,Ticaret
ASELSAN,TR2021009906A1,Sabi̇t odakli si̇stemlerde zaman i̇çeri̇si̇nde görülebi̇len ve elektroopti̇k …,2021-06-17,2021,Ticaret
ASELSAN,TR201501912A2,Yanca ve yükseliş açılarında yön bulabilen geniş bantlı anten dizi platformu.,2015-02-17,2015,Ticaret
ASELSAN,TR201721292A1,Bi̇r katlanabi̇len anten si̇stemi̇,2017-12-22,2017,Ticaret
ASELSAN,TR2021005323A1,Araç i̇çi̇ 35mm mühi̇mmat depolama dolabi,2021-03-24,2021,Anonim
ASELSAN,TR202006052A1,Radyometriye dayalı kızılötesi imge görselleştirme yöntemi,2020-04-16,2020,A
ASELSAN,TR202007583A2,Çoklu sivi dolaşim kanallarina sahi̇p soğutma plakasi,2020-05-14,2020,A
ASELSAN,TR202008446A1,MÜHİMMAT YÜKLEME SİSTEMİ ve YÖNTEMİ,2020-06-01,2020,A
ASELSAN,TR202006905A1,Çi̇ft eği̇k polari̇ze anten elemani,2020-05-04,2020,A
ASELSAN,TR202101270A2,ELEKTROMANYETİK GİRİŞİM (EMI) ve ELEKTROMANYETİK UYUMLULUK (EMC) GEÇİŞ PANELİ,2021-01-27,2021,A
ASELSAN,TR202002921A2,Yüksek Çözünürlüklü Geri Beslemeli Tam Sayısal DGM Sinyali Üretim Yöntemi,2020-02-26,2020,A
ASELSAN,TR202015051A1,Farklı silah türlerinin aynı şaseye montaj edilmesini sağlayan bir arayüz …,2020-09-22,2020,A
ASELSAN,TR201905460A1,Çok Görevli Öğrenme Temelli Çok Katmanlı Algılayıcı ve SMOTE Aşırı Örneklemesi …,2019-04-11,2019,A
ASELSAN,TR201906994A1,Atalet ölçüm bi̇ri̇mi̇ (imu) dengeleme ci̇hazi ve yöntemi̇,2019-05-09,2019,Anonim
ASELSAN,TR202005872A2,Darbeli̇ kizilötesi̇ çakar,2020-04-14,2020,A
ASELSAN,TR201918486A1,Modüler mühi̇mmat beslemeli̇ alttan yüklemeli̇ bi̇r si̇lah si̇stemi̇,2019-11-26,2019,A
ASELSAN,TR202004654A1,Entegre RF güç bölücü içeren huzme şekillendirici faz kaydırıcı,2020-03-25,2020,A
ASELSAN,TR202004723A1,Huzme şekillendirici faz kaydırıcı,2020-03-26,2020,A
ASELSAN,TR202004020A2,Otomatik programlanabilir kablaj tahtası,2020-03-16,2020,A
ASELSAN,TR202005647U5,Bi̇r defi̇bri̇latör muhafazasi,2020-04-09,2020,A
ASELSAN,TR202001620A2,Yüz tanima i̇çi̇n uygun yüz seçi̇mi̇ yöntemi̇,2020-02-04,2020,A
ASELSAN,TR2024009706A1,Römorklara yöneli̇k yüksek çekme kuvveti̇ne ve uzun halat deplasmanina sahi̇p …,2024-07-26,2024,Anoni̇m
ASELSAN,TR202019842U4,Pnömati̇k oransal valflerde kontrolü sağlayan bi̇r yaprak yay,2020-12-07,2020,A
ASELSAN,TR2024003257A1,Veri̇ eti̇ketleri̇ni̇n veri̇ artirma yöntemi̇ne göre adapti̇f bi̇r şeki̇lde …,2024-03-18,2024,Anoni̇m
ASELSAN,TR199801503A2,Bir taktik kamyon ve bir römorktan olusan; seri sekilde kurulup toplanmaya …,1998-08-04,1998,Sanayi̇
ASELSAN,TR2022013742A1,Hi̇zalama tekrarlanabi̇li̇rli̇ği̇ni̇ arttiran bi̇r döndürme mekani̇zmasi ve bi̇ …,2022-09-02,2022,Anoni̇m
ASELSAN,TR2024004036U5,Bi̇r taşima aparati,2024-04-01,2024,Anoni̇m
ASELSAN,TR2021022294A2,Geli̇şi̇m modlu (g-modlu) bi̇r yemt aygit fabri̇kasyon yöntemi̇,2021-12-31,2021,A
ASELSAN,TR202100178A1,Model tabanli haberleşme ara katmani oluşturulmasi i̇çi̇n bi̇r yöntem,2021-01-07,2021,Anoni̇m
ASELSAN,TR2021004336U4,Yüksek veri̇mli̇ i̇nce fi̇lm tabanli f-sinifi güç kuvvetlendi̇ri̇ci̇si̇,2021-03-05,2021,Anonim
ASELSAN,TR2021004024U4,Bi̇r güvenli̇k ci̇hazi,2021-03-01,2021,Anonim
ASELSAN,TR2021004021A1,Tekil parçacık etkinlik testi sabotu,2021-03-01,2021,Anonim
ASELSAN,TR200900285A2,Şok alma mekanizması.,2009-01-14,2009,Anoni̇m
ASELSAN,TR2021002091A1,Vakum Kabı için Döner Vakum Kapağı,2021-02-15,2021,Anoni̇m
ASELSAN,TR2024017923A1,Yapisal si̇metri̇ temelli̇ düşük görünürlüklü bi̇r anten,2024-12-06,2024,Anoni̇m
ASELSAN,TR200103468T2,Elektrikli diziler için alternatif akım motor sürücüsü.,1999-05-31,1999,Anoni̇m
ASELSAN,TR200910004U,Bir lazer hedef işaretleme cihazı.,2009-12-30,2009,Anon�M
ASELSAN,TR202100620A1,Firlaticilarda kullanilmaya uygun olan bi̇r namlu,2021-01-15,2021,Anoni̇m
ASELSAN,TR202100616U4,Takograf cihazı için bir yazıcı kilit mekanizması,2021-01-15,2021,A
ASELSAN,TR201200119U,Nişangahlar için bir ayar takımı.,2012-01-04,2012,Anon�M
ASELSAN,TR201918690A1,Bi̇r merdi̇ven geometri̇k şeki̇lli̇ kapi fabri̇kasyon yöntemi̇,2019-11-28,2019,A
ASELSAN,TR2021001974A1,Hareket mekani̇zmali tank gövde etek zirh taşiyici,2021-02-11,2021,Anoni̇m
ASELSAN,TR2023000257A1,Si̇li̇ndi̇r gövdelere yöneli̇k bi̇r test düzeneği̇,2023-01-09,2023,Anoni̇m
ASELSAN,TR199800950A2,X ilk kosullu artan/azalan örüntü eleyici yapma rassal sayi üretme metodu.,1998-05-28,1998,Sanayi̇
ASELSAN,TR201003109U,Bir gece görüş cihazı.,2010-04-20,2010,Anoni̇m
ASELSAN,TR201113330U,Bir boreskop kamera.,2011-12-30,2011,Anon�M
ASELSAN,TR200806810U,Bir radyo frekansı karıştırma/köreltme komplesi,2008-09-09,2008,Anoni̇m
ASELSAN,TR202021690A1,Çöküşten kurtarma semanti̇kli̇ tek yönlü asenkron i̇leti̇şi̇m si̇stemi̇ ve …,2020-12-25,2020,Anoni̇m
ASELSAN,TR202021718A1,İndi̇s modülasyonunu kullanarak ofdm tabanli si̇stemlerde ön kontrol bi̇lgi̇si̇ …,2020-12-25,2020,Anoni̇m
ASELSAN,TR201200061U,Nişangâhlar için balistik ayar takımı.,2012-01-03,2012,Anon�M
ASELSAN,TR201010492A2,Bir makineli tüfek tareti.,2010-12-15,2010,Anon�M
ASELSAN,TR200708506A2,Bir trafik akış kontrol sistemi.,2007-12-07,2007,Anoni̇m
ASELSAN,TR202021064U4,Bir Görev Bilgisayarı,2020-12-21,2020,A
ASELSAN,TR202020445A1,Giyilebilir bilgisayar montaj yapısı,2020-12-14,2020,Anoni̇m
ASELSAN,TR201110805U,Yazılım tabanlı bir telsiz.,2011-10-31,2011,Anon�M
ASELSAN,TR202020453U4,Güçlendirilmiş ve Güvenli Çıkarılabilir Yığınsal Bellek,2020-12-14,2020,A
ASELSAN,TR201008124A1,Bir taşıma aparatı,2010-10-05,2010,Ve
ASELSAN,TR202019921A1,Test kabi̇nleri̇ i̇çeri̇si̇nde test edi̇len ürünlere uzaktan kontrol sağlayan …,2020-12-07,2020,Anoni̇m
ASELSAN,TR2023016575A2,Kompakt geni̇ş bantli düzlemsel monopol anten,2023-12-06,2023,Anoni̇m
ASELSAN,TR202019244A1,İki farklı veri okuma/yazma arayüzüne ve güç beslemesine sahip bir sistem,2020-11-30,2020,Anoni̇m
ASELSAN,TR202018979A1,Bir mühimmat birleştirme aparatı,2020-11-25,2020,Anoni̇m
ASELSAN,TR201106723U,El cihazları ikili taşıma ve kullanım birimi.,2011-07-06,2011,Anon�M
ASELSAN,TR202018785A1,Veri̇ anoni̇mleşti̇rme yöntemi̇,2020-11-23,2020,Anoni̇m
ASELSAN,TR201009762U,Aviyonik çok işlevli gösterge cihazı.,2010-11-26,2010,Anon�M
ASELSAN,TR202018600A1,Akustik Uygulamalar İçin Bir Katı-Hal Anahtarlama Devresi,2020-11-19,2020,Anoni̇m
ASELSAN,TR202018702A1,Tek-Er Durum Tespit Sistemi ve Yöntemi,2020-11-20,2020,A
ASELSAN,TR202018711U4,Portati̇f mekani̇k uyumlama bi̇ri̇mi̇,2020-11-20,2020,A
ASELSAN,TR200904795U,Bir soğutucu kasa.,2009-06-19,2009,Ve
ASELSAN,TR202016579A2,Atış algılamalı bir sönümleme mekanizması,2020-10-16,2020,Anoni̇m
ASELSAN,TR202016236A2,Bi̇r mi̇kro-akişkan kartuş,2020-10-12,2020,Anoni̇m
ASELSAN,TR201010493A2,Bir hassas ayar mekanizması.,2010-12-15,2010,Anon�M
ASELSAN,TR202015922A1,Haberleşme hattinda gözlemlenen i̇stenmeyen si̇nyallere karşi dayanikli ofdm-im …,2020-10-07,2020,Anoni̇m
ASELSAN,TR201008276A2,Flaş içeren bir görüntüleme sistemi.,2010-10-08,2010,Ve
ASELSAN,TR202008105A2,Çoklu kuatum kuyu i̇çeren bi̇r yüksek elektron mobi̇li̇teli̇ transi̇stor aygiti …,2020-05-27,2020,A
ASELSAN,TR201200404U,Bir sayısal gonyometre.,2012-01-12,2012,Anon�M
ASELSAN,TR201202122U,Bir mesafe bulma cihazı.,2012-02-24,2012,Anon�M
ASELSAN,TR202014952A1,Bi̇r elektri̇ksel i̇zolasyon bölgesi̇ oluşturma yöntemi̇,2020-09-21,2020,A
ASELSAN,TR201204115U,Araçlar için bir anten montaj platformu.,2012-04-10,2012,Anon�M
ASELSAN,TR201208355U,Bir ısıl kamera.,2012-07-17,2012,Anon�M
ASELSAN,TR201618802A1,Bir tek darbe radar anten sistemi.,2016-12-16,2016,Anonim
ASELSAN,TR201619142A1,"Güç kesi̇nti̇leri̇ne, düşük geri̇li̇mlere ve yüksek geri̇li̇mlere karşi koruma …",2016-12-21,2016,Anonim
ASELSAN,TR201718225A2,Hassas ayarlı bir bağlantı sistemi.,2017-11-17,2017,Anonim
ASELSAN,TR201723033U5,Bi̇r kablo geçi̇ş aparati,2017-12-29,2017,Anonim
ASELSAN,TR201108982U,El telsizi modüler ön/üst panel.,2011-09-13,2011,Anon�M
ASELSAN,TR201915631A2,Modüler uzun ti̇p opti̇k test si̇stemi̇ şasi̇si̇,2019-10-10,2019,Anonim
ASELSAN,TR201905917A2,Elektronik harp sistemlerinde U-Net kullanarak yabancı sinyal tespit yöntemi,2019-04-19,2019,Anonim
ASELSAN,TR200103467T2,Dizel-Elektrikli lokomotifler için alternatif akım motor sürücüsü.,1999-05-31,1999,Anoni̇m
ASELSAN,TR201903413A2,Çok fonksi̇yonlu entegre opti̇k aygit ve bunun üreti̇m yöntemi̇,2019-03-06,2019,A
ASELSAN,TR201903345A2,Süspansi̇yonlu araçlarda kullanilan torsi̇yon çubuk ve üreti̇m yöntemi̇,2019-03-05,2019,Anonim
ASELSAN,TR201903338A2,Bir Alttan Mühimmat Yükleme Yapılanması,2019-03-05,2019,Anonim
ASELSAN,TR201922966A2,Dönü hatası azaltılan bir fiber optik dönüölçer sistemi,2019-12-31,2019,A
ASELSAN,TR202004873A2,Proton deği̇şi̇mi̇ yöntemi̇ i̇çi̇n bi̇r asansörlü düzenek,2020-03-27,2020,A
ASELSAN,TR201900864A2,Tork ayarli ki̇li̇t mekani̇zmasi,2019-01-21,2019,Anonim
ASELSAN,TR201819484A2,Yi̇nelemeli̇ si̇ni̇r aği tabanli otokodlayiciyla radar si̇nyal tespi̇ti̇,2018-12-14,2018,Anonim
ASELSAN,TR202015562U5,5G İçin Fazlı Dizi Birimi,2018-03-30,2018,Anonim
ASELSAN,TR202007096A1,Nedensel Olmayan Kanal Etkilerinin Azaltılması ve Telafi Edilmesi için Düşük …,2020-05-06,2020,A
ASELSAN,TR2022017977U4,Bi̇r rack kabi̇net,2022-11-28,2022,Ticaret
ASELSAN,TR2022017484A1,Azami̇ sayida tehdi̇t kapsamak üzere yönlü kariştiricilarin çalişirken …,2022-11-18,2022,Ticaret
ASELSAN,TR2022019427A1,Sosyal medya paylaşimlarindaki̇ bi̇lgi̇ ki̇rli̇li̇ği̇ni̇ bi̇lgi̇ kaynaği i̇le …,2022-12-15,2022,Ticaret
ASELSAN,TR201704897U4,"Gi̇zlenebi̇li̇r, çok si̇stemli̇ el telsi̇zi̇",2017-03-31,2017,Ticaret
ASELSAN,TR2022019205A1,Düzlemsel kati hal güç yükselti̇ci̇ler i̇çi̇n bi̇r hi̇bri̇t düzlemsel bi̇rleşti …,2022-12-13,2022,Ticaret
ASELSAN,TR201704813U5,Opti̇k ci̇hazlarin testleri̇ i̇çi̇n bi̇r hareket si̇mülatörü,2017-03-30,2017,Ticaret
ASELSAN,TR2022019173A1,Hava araçlari i̇çi̇n gereksi̇z uyarilari azaltan deği̇şken koruma bölgeli̇ bi̇r …,2022-12-13,2022,Ticaret
ASELSAN,TR2023001186U4,Kemi̇k i̇leti̇mli̇ i̇şi̇tme ci̇hazlari ve i̇mplantlari i̇çi̇n bi̇r pi̇ …,2023-02-01,2023,Ticaret
ASELSAN,TR201704077U4,Bir arayüz devre kartı.,2017-03-17,2017,Ticaret
ASELSAN,TR201704072U4,Bir Arayüz Devre Kartı,2017-03-17,2017,Ticaret
ASELSAN,TR201703378A2,Bi̇r sizdirmaz kasa soğutma si̇stemi̇,2017-03-06,2017,Ticaret
ASELSAN,TR2022016605A1,Yüksek Güçlü Elektron Demetleri için Demet Profili Sensörü,2022-11-02,2022,Ticaret
ASELSAN,TR201619971U,Bir rotor.,2016-12-29,2016,Ticaret
ASELSAN,TR2022019713A2,G-modda çalişan bi̇r yüksek elektron mobi̇li̇teli̇ transi̇stör (yemt) aygit …,2022-12-19,2022,Anonim
ASELSAN,TR201619135Y,Bi̇r akiş düzenleyi̇ci̇ ve susturucu,2016-12-21,2016,Ticaret
ASELSAN,TR2022016506U4,Mühi̇mmat i̇lk hiz ölçüm devresi̇,2022-11-01,2022,Ticaret
ASELSAN,TR201618115A2,Bir sabitleme teçhizatı.,2016-12-08,2016,Ticaret
ASELSAN,TR201613339A1,Korelasyon fi̇ltre tabanli hedef taki̇bi̇ i̇çi̇n bi̇r uzamsal pencereleme …,2016-09-23,2016,Ticaret
ASELSAN,TR2022020392U4,Elektroni̇k ücret toplama si̇stemi̇,2022-12-26,2022,Ticaret
ASELSAN,TR2022017976A1,Kalbe elektroşok uygulanma gerekli̇li̇ği̇ni̇ beli̇rlemeye yöneli̇k frekans …,2022-11-28,2022,Ticaret
ASELSAN,TR201603071A2,Bi̇r boşluksuz ki̇li̇tleme mekani̇zmasi,2016-03-09,2016,Ticaret
ASELSAN,TR2022017961A1,Yüksek frekansli gi̇rdi̇ler altinda performans artimi sağlayan dönüölçer …,2022-11-28,2022,Ticaret
ASELSAN,TR2022017903A1,Yapay Zekâ Tabanlı Anomali Tespit Sistemi,2022-11-25,2022,Ticaret
ASELSAN,TR2022017783A1,Uydu haberleşme termi̇nali̇ kontrol yöntemi̇,2022-11-24,2022,Ticaret
ASELSAN,TR201601782A2,Firlatilan si̇stemlerde bi̇r ayrilabi̇len dengeleme modülü,2016-02-11,2016,Ticaret
ASELSAN,TR201717188T6,Su geçi̇rmez bi̇r soğutucu ci̇haz,2015-05-25,2015,Ticaret
ASELSAN,TR2022017803A1,Esnek süspansi̇yon mekani̇zmasi,2022-11-24,2022,Ticaret
ASELSAN,TR201505174A3,Bi̇r hedef tespi̇t ve taki̇p bi̇ri̇mi̇,2015-04-28,2015,Ticaret
ASELSAN,TR201607507T1,Kaska bağlanan ekranlar i̇çi̇n bağlanti modülü,2013-12-23,2013,Ticaret
ASELSAN,TR2023000260U4,Anten yönlendi̇rme si̇stemi̇,2023-01-09,2023,Ticaret
ASELSAN,TR2022017520A1,Fi̇zi̇ksel yerleşi̇m bakiş açisi i̇le konuşlandirilmiş konfi̇gürasyon bi̇ri̇ …,2022-11-21,2022,Ticaret
ASELSAN,TR2022017525A1,"Yüksek performansli, geni̇ş bantli, düşük gürültülü rf-i̇şaret yükselti̇ci̇",2022-11-21,2022,Ticaret
ASELSAN,TR2022019716A2,BİR ALÜMİNYUM OKSİT (Al2O3) DİELEKTRİK TABAKA İÇEREN YÜKSEK ELEKTRON MOBİLİTELİ …,2022-12-19,2022,Anonim
ASELSAN,TR2022017059A1,Pi̇mli̇ hassas montaj tablalari i̇le bi̇rli̇kte kullanilan ci̇hazlarin hi̇ …,2022-11-11,2022,Ticaret
ASELSAN,TR2022017165A1,Bi̇r bağlanti elemani bi̇rleşti̇rme si̇stemi̇,2022-11-14,2022,Ticaret
ASELSAN,TR2022005473A2,Bi̇r kanat çirpma terti̇bati,2022-04-07,2022,Ticaret
ASELSAN,TR2022021164U4,Emi/emc özelli̇kli̇ sizdirmazlik yapilanmasi,2022-12-29,2022,Ticaret
ASELSAN,TR201716470U4,İç rotorlu elektri̇k motoru i̇çi̇n bi̇r kanalli sivi soğutma si̇stemi̇,2017-10-25,2017,Ticaret
ASELSAN,TR2022010805A1,Yüksek kanatçik yoğunluğuna sahi̇p bi̇r soğutucu blok,2022-06-29,2022,Ticaret
ASELSAN,TR201716308A2,ADACIKLANMA AŞINDIRMASINDAN SONRA SİLİKON NİTRAT (SiN) YALITKAN TABAKA BÜYÜTME …,2017-10-23,2017,A
ASELSAN,TR2022020902A1,Baski devre kartlarinin soğutulmasina yöneli̇k bi̇r soğutucu kasa ve soğuk …,2022-12-28,2022,Ticaret
ASELSAN,TR201714499A2,Sensörler i̇çi̇n bi̇r mi̇kro isitici taban ve bunun üreti̇m yöntemi̇,2017-09-28,2017,A
ASELSAN,TR201714307A2,Kara ve deni̇z platformlarinda kullaniabi̇len bi̇r yük haznesi̇,2017-09-26,2017,Ticaret
ASELSAN,TR201714024U4,Bi̇r tek ayakli taşiyici konstrüksi̇yon,2017-09-21,2017,Ticaret
ASELSAN,TR2022020768A1,Demiryolu Kumanda Merkezleri için Yapay Süpervizör Sistemi,2022-12-27,2022,Ticaret
ASELSAN,TR201704862U3,Bi̇r kayar sizdirmaz bağlanti,2017-03-31,2017,Ticaret
ASELSAN,TR201713698A2,Bi̇r yildiz tanima yöntemi̇,2017-09-15,2017,Ticaret
ASELSAN,TR2022020777A1,Batarya güç tüketi̇mi̇ mi̇ni̇mi̇ze edi̇len i̇zole dc çikişa sahi̇p kesi̇nti̇si̇ …,2022-12-27,2022,Ticaret
ASELSAN,TR2022020784A1,Veri̇ senkroni̇zasyon yöntemi̇,2022-12-27,2022,Ticaret
ASELSAN,TR2022020672A1,Kriptografik Algoritmaların Çözülmesi için Bir Sistem ve Yöntem,2022-12-27,2022,Ticaret
ASELSAN,TR2022020384A1,Parametre sayısı azaltılmış RNN modelleri ile karar tahmin yöntemi,2022-12-26,2022,Ticaret
ASELSAN,TR2022020466A1,Bi̇r akiş kontrol bi̇ri̇mi̇,2022-12-26,2022,Ticaret
ASELSAN,TR2022012792U4,El termi̇nalleri̇ne yöneli̇k çok i̇şlevli̇ bi̇r kli̇ps yapilanmasi,2022-08-12,2022,Ticaret
ASELSAN,TR201711784A2,Gözenekli̇ tabakalar,2017-08-09,2017,Ticaret
ASELSAN,TR201710766A2,GaN TABANLI YÜKSEK ELEKTRON MOBİLİTELİ TRANSİSTÖR (YEMT) AYGIT YAPISI VE BUNUN …,2017-07-24,2017,A
ASELSAN,TR2022020456A2,Yazilim hata raporu siniflandirmasinda farkli maki̇ne öğrenmesi̇ algori̇ …,2022-12-26,2022,Ticaret
ASELSAN,TR2022013439U4,Elektroni̇k bi̇ri̇mleri̇n taşinmasini sağlayan bi̇r taşima tepsi̇si̇,2022-08-26,2022,Ticaret
ASELSAN,TR201710491A2,Bir besleme devresi.,2017-07-17,2017,Ticaret
ASELSAN,TR2022020174A1,Geni̇ş bantli yüksek doğrusallikli yüksek di̇nami̇k araliğa sahi̇p db-li̇neer …,2022-12-23,2022,Ticaret
ASELSAN,TR201710398A2,Bir emniyetli kontrol sistemi ve kontrol yöntemi.,2017-07-14,2017,Ticaret
ASELSAN,TR2022020334A2,Yoğunlaştirilmiş yüksek güçlü bi̇r lazer işini elde etme yöntemi̇,2022-12-25,2022,Anonim
ASELSAN,TR2022020223A2,Yapay zekâ destekli̇ taşinabi̇li̇r opti̇k kontrol ci̇hazi,2022-12-23,2022,Ticaret
ASELSAN,TR201709526A2,Bir denizaltı anten komplesi.,2017-06-29,2017,Ticaret
ASELSAN,TR201709283A2,Bi̇r log-peri̇yodi̇k anten,2017-06-21,2017,Ticaret
ASELSAN,TR2022012873A1,JPEG2000 ile Sıkıştırılmış İmgelerin Alt-bant Bileşenlerine Dayalı Kısmi Geri- …,2022-08-15,2022,Ticaret
ASELSAN,TR2022020155A1,Sürüş konforu geli̇şti̇ri̇len bi̇r mobi̇l x-işini ci̇hazi,2022-12-23,2022,Ticaret
ASELSAN,TR201708869A1,Bir sinyal oluşturma sistemi.,2017-06-15,2017,Ticaret
ASELSAN,TR2022014105A1,Isi borusu performansi arttirimina yöneli̇k yeni̇li̇kçi̇ oluk şeki̇lleri̇ne …,2022-09-12,2022,Ticaret
ASELSAN,TR201707541U,Düşük kayipli radyo frekansi geçi̇ş aparati,2017-05-24,2017,Ticaret
ASELSAN,TR201705438A2,Bir kontrol sistemi ve kontrol yöntemi.,2017-04-12,2017,Ticaret
ASELSAN,TR2022018219A1,Sürtünme kariştirma kaynaği i̇şlemi̇nde parçanin kontrollü soğutulmasi i̇çi̇n …,2022-11-30,2022,Ticaret
ASELSAN,TR2022019940A2,Yüksek elektron mobi̇li̇teli̇ transi̇stör (yemt) aygitlar i̇çi̇n koruyucu …,2022-12-21,2022,Anonim
ASELSAN,TR2022017104U4,Bi̇r oled aygit test ci̇hazi,2022-11-11,2022,Ticaret
ASELSAN,TR201705219U4,Bir sahil gözetleme radarı anteni.,2017-04-07,2017,Ticaret
ASELSAN,TR201705178A2,Bir anten.,2017-04-06,2017,Ticaret
