firm_category,firm_name,publication_number,title,filing_date,filing_year,publication_date,priority_date,inventor,assignee_raw
SIVIL,FORD_OTOSAN,TR200604578U,Kilit mekanizmalı bir kriko kolu bağlantı uygulaması.,2006-08-24,2006,2007-02-21,2006-08-24,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708860A2,Delik açma aparatı,2007-12-19,2007,2009-07-21,2007-12-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200808232A2,Bir tezgah,2008-10-31,2008,2010-05-21,2008-10-31,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201104144A2,Bir taşıt güvenlik sistemi ve yöntemi.,2011-04-27,2011,2012-11-21,2011-04-27,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201104617A2,Bir kalıp mekanizması.,2011-05-11,2011,2012-11-21,2011-05-11,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200504315U,Kilit mekanizması,2005-10-27,2005,2006-01-23,2005-10-27,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200906513A2,Bir yarı otomatik üretim hattı.,2009-08-24,2009,2011-03-21,2009-08-24,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200807951A2,Bir gerginlik ölçüm ekipmanı,2008-10-22,2008,2010-05-21,2008-10-22,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201106266A2,Bir otomatik dingil indirme mekanizması ve yöntemi.,2011-06-24,2011,2013-01-21,2011-06-24,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200501768U,Bir ara bölme,2005-05-11,2005,2005-09-21,2005-05-11,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807243A2,Bir bağlantı elemanı,2008-09-23,2008,2010-04-21,2008-09-23,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200707984A2,Bir hibrid araç şanzumanı,2007-11-20,2007,2009-07-21,2007-11-20,Anon�M,��Rket�
SIVIL,FORD_OTOSAN,TR201010640A2,Federli süs çıtasına sahip bir araç.,2010-12-20,2010,2012-07-23,2010-12-20,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200601371U,Bir kumanda paneli,2006-04-19,2006,2006-07-21,2006-04-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200504087U,Bir takoz.,2005-10-12,2005,2006-01-23,2005-10-12,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708117A2,Bir hibrid araç.,2007-11-23,2007,2009-06-22,2007-11-23,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807423A2,Bir kılıf,2008-09-26,2008,2010-04-21,2008-09-26,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200805240A2,Bir entegre su ve vakum pompası.,2008-07-15,2008,2010-02-22,2008-07-15,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200809162A2,Bir test ekipmanı.,2008-11-28,2008,2010-06-21,2008-11-28,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200800970A2,Egzoz susturucusu.,2008-02-14,2008,2009-09-23,2008-02-14,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201100641A2,Bir sökme aparatı,2011-01-24,2011,2012-08-22,2011-01-24,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200800332A2,Vorteks tüp ile sıcaklık kontrol sitemi.,2008-01-17,2008,2009-08-21,2008-01-17,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200504576A2,Sabitleme aparatı.,2005-11-17,2005,2007-10-22,2005-11-17,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200707437A2,Bir arıza tanılama düzeneği,2007-10-31,2007,2009-06-22,2007-10-31,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200806724A2,Bir akson,2008-09-05,2008,2010-03-22,2008-09-05,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200707048A2,Bir ön süspansiyon parçası.,2007-10-16,2007,2009-05-21,2007-10-16,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200909262T1,Bir dirsek,2008-06-10,2008,2010-04-21,2007-06-12,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200500401A2,Enjektör Kovanı Çakma Yöntemi,2005-02-07,2005,2006-09-21,2005-02-07,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200905606A2,Bir güvenlik kilidi.,2009-07-20,2009,2011-02-21,2009-07-20,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200809940A2,Bir denetleme sistemi.,2008-12-29,2008,2010-07-21,2008-12-29,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200501648U,Jant kapağını janttan ayırmak için plastik aparat,2005-05-04,2005,2005-07-21,2005-05-04,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200905607A2,Rot ayarı ikaz sistemi ve hata bildirim yöntemi,2009-07-20,2009,2011-02-21,2009-07-20,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200809163A2,Lastik diş derinlik ölçüm sistemi,2008-11-28,2008,2010-06-21,2008-11-28,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708020A2,Bir kabin süspansiyonu durdurma aparatı.,2007-11-21,2007,2009-06-22,2007-11-21,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200501901A1,Tahrikli rölanti devri yükselticisi,2005-05-20,2005,2010-05-21,2005-05-20,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200908393A2,Bir kayar kapı açılım mekanizması.,2009-11-05,2009,2011-07-21,2009-11-05,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200909352A2,Bir bypass borulu katalizör sistemi.,2009-12-11,2009,2011-06-21,2009-12-11,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR201010588A2,Bir boyut ölçüm ekipmanı.,2010-12-17,2010,2012-07-23,2010-12-17,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201105501A2,Döner kanatlara sahip bir egzoz gazı geri dönüşüm sistemi.,2011-06-06,2011,2012-12-21,2011-06-06,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807950A2,Viraj denge çubuğu bağlantı elemanı,2008-10-22,2008,2010-05-21,2008-10-22,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807858A2,Bir ara devre,2008-10-20,2008,2010-05-21,2008-10-20,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201009049A2,Araç gövdesindeki delikleri kapatan tapa.,2010-11-02,2010,2012-05-21,2010-11-02,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200504635U,Bir göbek şaftı,2005-11-22,2005,2006-03-21,2005-11-22,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200907373A2,Bir arıza uyarı sistemi.,2009-09-29,2009,2011-04-21,2009-09-29,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200502729A2,Bir tahrik mili komplesi.,2005-07-13,2005,2007-02-21,2005-07-13,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201105749A2,Kontrol vanasına sahip bir egzoz gazı geri dönüşüm sistemi.,2011-06-13,2011,2012-12-21,2011-06-13,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201010123A2,Bir kışiselleştirme sistemi ve yöntemi.,2010-12-06,2010,2012-06-21,2010-12-06,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200500593A2,Yağ soğutucu ve filtre komplesi.,2005-02-22,2005,2006-09-21,2005-02-22,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200706258U,Bir tekerlek poyrası.,2007-09-11,2007,2007-12-24,2007-09-11,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708861A2,Hız göstergesi,2007-12-19,2007,2009-07-21,2007-12-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807242A2,Bir direksiyon körüğü,2008-09-23,2008,2010-04-21,2008-09-23,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200501591U,Bir merkezi kilit sistemi.,2005-04-29,2005,2005-07-21,2005-04-29,A.,Ş.
SIVIL,FORD_OTOSAN,TR201010388A2,Plastik parçaya sahip bir kontrol elemanı.,2010-12-13,2010,2012-07-23,2010-12-13,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200809037A2,Bir kam taşıyıcı,2008-11-26,2008,2010-06-21,2008-11-26,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR201818876A2,Aninda mesajlaşma uygulamalari üzeri̇nden konum ve/veya zaman tabanli …,2018-12-07,2018,2019-01-21,2018-12-07,Anonim,Sirketi
SIVIL,TURKCELL,TR200906982A2,Merkezi yönetimli bir uçtan uca (M2M) servis geliştirme ve kontrol sistemi,2009-09-10,2009,2011-03-21,2009-09-10,Hi̇zmetleri̇,A.Ş.
SIVIL,TURKCELL,TR2021021304A2,Ki̇mli̇k doğrulama i̇le sahtekarlik önlemeyi̇ sağlayan bi̇r si̇stem,2021-12-28,2021,2022-01-21,2021-12-28,Development,Co
SIVIL,TURKCELL,TR201907433A2,Karbon ti̇careti̇ si̇stemi̇,2019-05-16,2019,2019-06-21,2019-05-16,Anonim,Sirketi
SIVIL,TURKCELL,TR200910012A2,Uluslararası dolaşım maliyetlerinin azaltıldığı bir yöntem,2009-12-30,2009,2011-07-21,2009-12-30,Geli̇şti̇rme,A.Ş.
SIVIL,TURKCELL,TR200910109A2,Yasadışı taşıyıcı tespit platformu ve yöntemi.,2009-12-31,2009,2011-07-21,2009-12-31,Anon�M,��Rket�
SIVIL,TURKCELL,TR2024020431A2,Ki̇şi̇selleşti̇ri̇lmi̇ş i̇çeri̇k öneri̇leri̇ sunulmasini sağlayan bi̇r si̇stem,2024-12-24,2024,2025-01-21,2024-12-24,Anonim,Sirketi
SIVIL,TURKCELL,TR2024017243A2,Sesli̇ komut destekli̇ yapay zekâ tabanli ki̇şi̇selleşti̇ri̇lmi̇ş fi̇nansal …,2024-11-29,2024,2025-02-21,2024-11-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201102878A2,Harici dolaşımcı olan abonelerin dağılımını tahmin eden bir sistem ve yöntem.,2011-03-25,2011,2012-10-22,2011-03-25,Geli̇şti̇rme,A.Ş.
SIVIL,TURKCELL,TR201516070A2,Çağri öncesi̇nde çağri onayi alinmasini sağlayan bi̇r si̇stem,2015-12-15,2015,2017-07-21,2015-12-15,Anonim,Sirketi
SIVIL,TURKCELL,TR201517466A2,Çağri geçmi̇şi̇ anali̇zi̇ i̇le çağri öneri̇si̇ yapilmasini sağlayan bi̇r si̇ …,2015-12-30,2015,2017-07-21,2015-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201616371A2,Anlik mesajlaşma uygulamasi i̇le servi̇s alinmasini sağlayan bi̇r si̇stem,2016-11-14,2016,2018-05-21,2016-11-14,Anonim,Sirketi
SIVIL,TURKCELL,TR201618107A2,Bi̇r bağlilik karti (loyalty card) si̇stemi̇,2016-12-08,2016,2018-06-21,2016-12-08,Anonim,Sirketi
SIVIL,TURKCELL,TR201619423A2,Yakin gerçek zamanli kali̇te eği̇li̇mi̇ni̇ gösteren ve alarm üreten bi̇r si̇ …,2016-12-23,2016,2018-07-23,2016-12-23,Anonim,Sirketi
SIVIL,TURKCELL,TR201619513A2,Bi̇r park yeri̇ rezervasyon si̇stemi̇,2016-12-26,2016,2018-07-23,2016-12-26,Anonim,Sirketi
SIVIL,TURKCELL,TR201619605A2,Uzaktan öğreni̇m yöneti̇mi̇ i̇çi̇n bi̇r si̇stem,2016-12-27,2016,2018-07-23,2016-12-27,Anonim,Sirketi
SIVIL,TURKCELL,TR201620265A2,Dolaşimda ücretlendi̇rme hatalarinin tespi̇t edi̇lmesi̇ni̇ sağlayan bi̇r si̇ …,2016-12-30,2016,2018-07-23,2016-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201703371A2,Bi̇r ödeme si̇stemi̇ ve yöntemi̇,2017-03-06,2017,2018-04-24,2017-03-06,Anonim,Sirketi
SIVIL,TURKCELL,TR200810015A2,Bir hatalı dolaşım önleme ve düzeltme sistemi,2008-12-30,2008,2010-07-21,2008-12-30,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR201818676A2,Bi̇r rota öneri̇ si̇stemi̇,2018-12-05,2018,2019-03-21,2018-12-05,Anonim,Sirketi
SIVIL,TURKCELL,TR200806652A1,Bir yer belirleme sistemi,2008-09-03,2008,2010-03-22,2008-09-03,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR200909977A2,Sim kartların gsm sistemlerine tanıtım maliyetlerinin düşürüldüğü bir sistem.,2009-12-30,2009,2011-07-21,2009-12-30,Anon�M,��Rket�
SIVIL,TURKCELL,TR2021021336A2,Bi̇r zararli i̇çeri̇k tespi̇t ve fi̇ltreleme si̇stemi̇,2021-12-28,2021,2022-01-21,2021-12-28,Development,Co
SIVIL,TURKCELL,TR2021021147A2,Görüntülerde sahte yüz oluşumu tespi̇t si̇stemi̇,2021-12-27,2021,2022-01-21,2021-12-27,Development,Co
SIVIL,TURKCELL,TR2021020811A2,Blok zi̇nci̇r tabanli fatura yöneti̇m si̇stemi̇,2021-12-23,2021,2022-01-21,2021-12-23,Development,Co
SIVIL,TURKCELL,TR201819638A2,Blok zi̇nci̇ri̇ yapisinda fatura yöneti̇mi̇ sağlayan bi̇r si̇stem,2018-12-18,2018,2019-05-21,2018-12-18,Anonim,Sirketi
SIVIL,TURKCELL,TR2021015902A2,Konum bazli si̇gorta ri̇sk anali̇zi̇ ve kullanici bi̇lgi̇lendi̇rme si̇stemi̇,2021-10-12,2021,2021-10-21,2021-10-12,Development,Co
SIVIL,TURKCELL,TR201819818A2,Bi̇r operatör abone haklarinin aboneler arasinda deği̇ş tokuşunu sağlayan si̇ …,2018-12-19,2018,2019-02-21,2018-12-19,Anonim,Sirketi
SIVIL,TURKCELL,TR201820146A2,Kalp değerleri̇ni̇n anlik olarak taki̇p edi̇lmesi̇ni̇ sağlayan bi̇r si̇stem,2018-12-24,2018,2019-01-21,2018-12-24,Anonim,Sirketi
SIVIL,TURKCELL,TR201904833A2,Yapilandirma bi̇lgi̇si̇ paylaşma si̇stemi̇,2019-04-01,2019,2019-04-22,2019-04-01,Development,Co
SIVIL,TURKCELL,TR201620171A2,Bi̇r çevi̇ri̇ si̇stemi̇,2016-12-30,2016,2018-07-23,2016-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201907757A2,Akilli bi̇r i̇ş atama si̇stemi̇,2019-05-22,2019,2019-06-21,2019-05-22,Development,Co
SIVIL,TURKCELL,TR201619005A2,Mobi̇l i̇leti̇şi̇m şebekeleri̇nde çağri taşima dolandiriciliğinin tespi̇t edi̇ …,2016-12-20,2016,2018-07-23,2016-12-20,Anonim,Sirketi
SIVIL,TURKCELL,TR200810096A2,Bir konferans kontrol sistemi,2008-12-31,2008,2010-07-21,2008-12-31,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR2021022047A2,Akilli bi̇r seyahat si̇gortasi si̇stemi̇,2021-12-31,2021,2022-01-21,2021-12-31,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR2021022013A2,Bi̇r canli destek si̇stemi̇,2021-12-30,2021,2022-01-21,2021-12-30,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR2025021933A2,Yapay zeka destekli̇ otomasyon çerçevesi̇ i̇çi̇n ni̇yet odakli servi̇s açiğa …,2025-12-25,2025,2026-02-23,2025-12-25,Anoni̇m,Şi̇rketi̇
SIVIL,TURKCELL,TR2024016147A2,Sim kart kontrolü sağlayan bi̇r si̇stem,2024-11-18,2024,2024-11-21,2024-11-18,Anonim,Sirketi
SIVIL,TURKCELL,TR2025019746A2,Bi̇r haberleşme si̇stemi̇,2025-12-10,2025,2025-12-22,2025-12-10,Anonim,Sirketi
SIVIL,TURKCELL,TR2024016214A2,Özel ağ tabanli bi̇r taki̇p si̇stemi̇,2024-11-19,2024,2024-12-23,2024-11-19,Anonim,Sirketi
SIVIL,TURKCELL,TR2025019681A2,Slot-i̇çi̇ zaman kaynaği yöneti̇m si̇stemi̇,2025-12-10,2025,2025-12-22,2025-12-10,Anonim,Sirketi
SIVIL,TURKCELL,TR2025017581A2,Sesli̇ komut ve ses bi̇yometri̇si̇ne dayali bi̇r ödeme si̇stemi̇,2025-11-17,2025,2025-12-22,2025-11-17,Anonim,Sirketi
SIVIL,TURKCELL,TR2025008049A2,Ni̇yet tabanli uçtan uca açiklanabi̇li̇rli̇k orkestrasyon si̇stemi̇,2025-06-18,2025,2025-07-21,2025-06-18,Anonim,Sirketi
SIVIL,TURKCELL,TR2024015201A2,Araçlar i̇çi̇n yapay zekâ destekli̇ konumlama servi̇si̇ sağlayan bi̇r si̇stem,2024-11-05,2024,2024-11-21,2024-11-05,Anonim,Sirketi
SIVIL,TURKCELL,TR2025019349A2,Bütünleşi̇k algilama ve haberleşme i̇le ti̇treşi̇m anomali̇si̇ tespi̇t si̇stemi …,2025-12-05,2025,2026-02-23,2025-12-05,Anonim,Sirketi
SIVIL,TURKCELL,TR2025009058A2,Ki̇şi̇selleşti̇ri̇lmi̇ş seyahat plani oluşturulmasini sağlayan bi̇r si̇stem,2025-07-03,2025,2025-07-21,2025-07-03,Anonim,Sirketi
SIVIL,TURKCELL,TR2024015382A2,Kendi̇ kendi̇ni̇ açisal olarak yönlendi̇rebi̇len yeni̇den yapilandirilabi̇li̇r …,2024-11-07,2024,2024-11-21,2024-11-07,Anonim,Sirketi
SIVIL,TURKCELL,TR2024017456A2,Mesai̇ ve planlama çalişmalarinin otomati̇kleşti̇ri̇lmesi̇ni̇ sağlayan bi̇r si̇ …,2024-12-03,2024,2024-12-23,2024-12-03,Anonim,Sirketi
SIVIL,TURKCELL,TR2024017316A2,Bi̇r taşinabi̇li̇r i̇leti̇şi̇m modülü ve bi̇r i̇leti̇şi̇m si̇stemi̇,2024-12-02,2024,2024-12-23,2024-12-02,Anonim,Sirketi
SIVIL,TURKCELL,TR2025020136A2,İŞBİRLİKÇİ ENTEGRE Wi-Fi AlGILAMA VE HABERLEŞME SİSTEMİ,2025-12-12,2025,2026-01-21,2025-12-12,Anonim,Sirketi
SIVIL,TURKCELL,TR2024015564A2,Afet sonrasi haberleşme sürekli̇li̇ği̇ni̇n sağlanmasi i̇çi̇n kri̇ti̇k servi̇ …,2024-11-11,2024,2024-11-21,2024-11-11,Development,Co
SIVIL,TURKCELL,TR2024015208A2,Afet sonrasi yapi hasar tespi̇ti̇ ve arama kurtarma odakli karasal olmayan dar …,2024-11-05,2024,2024-11-21,2024-11-05,Anonim,Sirketi
SIVIL,TURKCELL,TR2023018798A2,Konum veri̇si̇ne göre öneri̇ oluşturulmasini sağlayan bi̇r si̇stem,2023-12-27,2023,2024-03-21,2023-12-27,Anonim,Sirketi
SIVIL,TURKCELL,TR2025014734A2,Çağrilarda ses kali̇tesi̇ anali̇zi̇ni̇n otomati̇k olarak yapilmasini sağlayan …,2025-10-08,2025,2025-10-21,2025-10-08,Anonim,Sirketi
SIVIL,TURKCELL,TR2023017797A2,5g ve ötesi̇ ağlar i̇le hastane veri̇leri̇ni̇n i̇şlenerek yapay zekâ i̇le tani …,2023-12-20,2023,2024-02-21,2023-12-20,Anonim,Sirketi
SIVIL,TURKCELL,TR2023017404A2,Otonom şebeke kaynak yöneti̇mi̇ i̇çi̇n dezenformasyon aninda akilli strateji̇ …,2023-12-15,2023,2024-01-22,2023-12-15,Anonim,Sirketi
SIVIL,TURKCELL,TR2025021748A2,Hücreler arasi akilli geçi̇ş si̇stemi̇,2025-12-25,2025,2026-01-21,2025-12-25,Anonim,Sirketi
SIVIL,TURKCELL,TR2025021632A2,ALARM KORELASYONU VE EKİP YÖNLENDİRME SİSTEMİ ve YÖNTEMİ,2025-12-24,2025,2026-01-21,2025-12-24,Anonim,Sirketi
SIVIL,TURKCELL,TR2023019885A2,Aci̇l durumlar i̇çi̇n bi̇r şebeke di̇li̇mleme si̇stemi̇,2023-12-30,2023,2024-03-21,2023-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR2024019735A2,Anten yöneli̇m hatalarinin bütünleşi̇k algilama ve haberleşme i̇le tespi̇t edi̇ …,2024-12-19,2024,2025-01-21,2024-12-19,Anonim,Sirketi
SIVIL,TURKCELL,TR2025020734A2,Mobi̇l ağ konumlandirma veri̇leri̇ni̇n kullanilarak müzi̇k öneri̇lmesi̇ni̇ …,2025-12-18,2025,2026-01-21,2025-12-18,Anonim,Sirketi
SIVIL,TURKCELL,TR2021020191A2,Bi̇r i̇laç sorgulama si̇stemi̇,2021-12-16,2021,2022-01-21,2021-12-16,Development,Co
SIVIL,TURKCELL,TR2021017692A2,Blokzi̇nci̇r tabanli bi̇r di̇ji̇tal avatar si̇stemi̇,2021-11-12,2021,2022-01-21,2021-11-12,Development,Co
SIVIL,TURKCELL,TR201900639A2,Ki̇şi̇sel bi̇lgi̇lere i̇li̇şki̇n doğruluk tahmi̇nlemesi̇ yapilmasini sağlayan …,2019-01-16,2019,2019-02-21,2019-01-16,Development,Co
SIVIL,TURKCELL,TR201821139A2,Bi̇r si̇m kart çözüm öneri̇ si̇stemi̇,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201821120A2,Bi̇r ürün yöneti̇m si̇stemi̇,2018-12-30,2018,2019-03-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201900812A2,Zararli olduğu beli̇rlenmi̇ş olan ip adresleri̇ni̇n peri̇yodi̇k olarak …,2019-01-18,2019,2019-02-21,2019-01-18,Anonim,Sirketi
SIVIL,TURKCELL,TR201901993A2,Araç tutmasini önleyen si̇stem,2019-02-11,2019,2019-03-21,2019-02-11,Anonim,Sirketi
SIVIL,TURKCELL,TR201821134A2,Ki̇şi̇sel alan i̇çi̇n bi̇r ortak gi̇ri̇ş si̇stemi̇,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201902259A2,Lokasyona özel kampanyalarin sunulmasini sağlayan si̇stem,2019-02-14,2019,2019-03-21,2019-02-14,Anonim,Sirketi
SIVIL,TURKCELL,TR201821142A2,El yazisini di̇ji̇tal bi̇çi̇me dönüştüren bi̇r ci̇haz,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201821125A2,Görme engelli̇ bi̇reyleri̇n yönlendi̇ri̇lmeleri̇ni̇ sağlayan bi̇r si̇stem,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201902553A2,Konfi̇gürasyon taşima si̇stemi̇,2019-02-20,2019,2019-03-21,2019-02-20,Anonim,Sirketi
SIVIL,TURKCELL,TR201821118A2,Geçmi̇ş kazalarin anali̇zi̇ i̇le sürüş esnasinda sürücüye öneri̇lerde …,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201821140A2,Dosyalarin bulut depolama alanindan kullanici ci̇hazina i̇leti̇lmesi̇ni̇ …,2018-12-30,2018,2019-02-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR201821133A2,Anlik mesajlaşma uygulamalarinda bi̇r emoji̇ öneren si̇stem,2018-12-30,2018,2019-01-21,2018-12-30,Anonim,Sirketi
SIVIL,TURKCELL,TR2021020369A2,Bi̇r elektroni̇k posta adres kontrol si̇stemi̇,2021-12-19,2021,2021-12-21,2021-12-19,Development,Co
SIVIL,TURKCELL,TR201902624A2,İleti̇şi̇m yükü opti̇mi̇zasyonu sağlayan si̇stem,2019-02-21,2019,2019-05-21,2019-02-21,Anonim,Sirketi
SIVIL,TURKCELL,TR201902738A2,Bi̇r ağ kontrol si̇stemi̇,2019-02-25,2019,2019-06-21,2019-02-25,Anonim,Sirketi
SIVIL,TURKCELL,TR201820842A2,Bi̇r i̇ş güvenli̇ği̇ taki̇p si̇stemi̇,2018-12-28,2018,2019-02-21,2018-12-28,Development,Co
SIVIL,TURKCELL,TR201821097A2,Sokak lambalarinin i̇nsan hareketi̇ ve lokasyon veri̇si̇ne bağli olarak …,2018-12-29,2018,2019-01-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201821095A2,Bi̇r çevri̇mi̇çi̇ i̇çeri̇k öneri̇ si̇stemi̇,2018-12-29,2018,2019-02-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201821092A2,Bi̇r sürücü taki̇p si̇stemi̇,2018-12-29,2018,2019-02-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201821091A2,Di̇nlenen müzi̇kleri̇n anali̇z edi̇lerek bi̇r mekan öneri̇lmesi̇ni̇ sağlayan si …,2018-12-29,2018,2019-03-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201903985A2,Mesajlaşma uygulamasi üzeri̇nden zi̇yaretçi̇ i̇le i̇leti̇şi̇m kurulmasini …,2019-03-18,2019,2019-06-21,2019-03-18,Anonim,Sirketi
SIVIL,TURKCELL,TR201904248A2,Bi̇r alarm müdahale si̇stemi̇,2019-03-21,2019,2019-05-21,2019-03-21,Anonim,Sirketi
SIVIL,TURKCELL,TR201904309A2,Bi̇r emlak si̇stemi̇,2019-03-22,2019,2019-04-22,2019-03-22,Anonim,Sirketi
SIVIL,TURKCELL,TR201821090A2,Bi̇r ön ödemeli̇ servi̇s ücretlendi̇rme si̇stemi̇,2018-12-29,2018,2019-02-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201821099A2,Kütüphane uyumluluğu tespi̇t si̇stemi̇,2018-12-29,2018,2019-01-21,2018-12-29,Anonim,Sirketi
SIVIL,TURKCELL,TR201904331A2,Bi̇r yolcu planlama si̇stemi̇,2019-03-22,2019,2019-04-22,2019-03-22,Development,Co
SIVIL,TURKCELL,TR201820897A2,Tekrarli eri̇şi̇m i̇le şebeke elemanlarinin kontrol edi̇lmesi̇ni̇ sağlayan bi̇r …,2018-12-28,2018,2019-02-21,2018-12-28,Anonim,Sirketi
SIVIL,TURKCELL,TR201821009A2,Di̇ji̇tal i̇çeri̇k üzeri̇nden ürün sorgulama si̇stemi̇,2018-12-28,2018,2019-01-21,2018-12-28,Anonim,Sirketi
SIVIL,TURKCELL,TR201817327A2,Ki̇mli̇k doğrulama i̇şlemi̇ gerçekleşti̇rmeye uygun olan bi̇r elektroni̇k ci̇ …,2018-11-16,2018,2019-02-21,2018-11-16,Anonim,Sirketi
SIVIL,TURKCELL,TR201904527A2,Bi̇r saha kali̇te test si̇stemi̇,2019-03-26,2019,2019-04-22,2019-03-26,Anonim,Sirketi
SIVIL,TURKCELL,TR201820949A2,Bi̇r alişveri̇ş destek si̇stemi̇,2018-12-28,2018,2019-01-21,2018-12-28,Anonim,Sirketi
SIVIL,TURKCELL,TR201820871A2,Maskeleme yapilan servi̇sleri̇n keşi̇f sunucusu üzeri̇ne i̇stemci̇ olarak …,2018-12-28,2018,2019-02-21,2018-12-28,Anonim,Sirketi
