firm,year,patents,log_rd_lag2,jaffe,treated,post_2016,did_2016,post_2012,placebo_did
ARCELIK,2011,31,5.521460917862246,0.1,0,0,0,0,0
ARCELIK,2012,20,5.648974238161206,0.1,0,0,0,1,0
ARCELIK,2013,21,5.800304041646823,0.1,0,0,0,1,0
ARCELIK,2014,46,6.001909804969521,0.1,0,0,0,1,0
ARCELIK,2015,51,6.232251533594787,0.1,0,0,0,1,0
ARCELIK,2016,214,6.477895014039251,0.1,0,1,0,1,0
ARCELIK,2017,278,6.706617807930542,0.1,0,1,0,1,0
ARCELIK,2018,98,6.937993462042747,0.1,0,1,0,1,0
ARCELIK,2019,85,7.154380954443551,0.1,0,1,0,1,0
ARCELIK,2020,102,7.335242771124794,0.1,0,1,0,1,0
ARCELIK,2021,87,7.49041772636681,0.1,0,1,0,1,0
ARCELIK,2022,169,7.593323814018532,0.1,0,1,0,1,0
ARCELIK,2023,139,7.68634594135955,0.1,0,1,0,1,0
ARCELIK,2024,30,7.812459141604372,0.1,0,1,0,1,0
ECZACIBASI,2010,3,5.521460917862246,0.095,0,0,0,0,0
ECZACIBASI,2011,1,5.521460917862246,0.095,0,0,0,0,0
ECZACIBASI,2012,0,5.648974238161206,0.095,0,0,0,1,0
ECZACIBASI,2013,0,5.800304041646823,0.095,0,0,0,1,0
ECZACIBASI,2014,0,6.001909804969521,0.095,0,0,0,1,0
ECZACIBASI,2015,11,6.232251533594787,0.095,0,0,0,1,0
ECZACIBASI,2016,60,6.477895014039251,0.095,0,1,0,1,0
ECZACIBASI,2017,55,6.706617807930542,0.095,0,1,0,1,0
ECZACIBASI,2018,45,6.937993462042747,0.095,0,1,0,1,0
ECZACIBASI,2019,52,7.154380954443551,0.095,0,1,0,1,0
ECZACIBASI,2020,63,7.335242771124794,0.095,0,1,0,1,0
ECZACIBASI,2021,57,7.49041772636681,0.095,0,1,0,1,0
ECZACIBASI,2022,68,7.593323814018532,0.095,0,1,0,1,0
ECZACIBASI,2023,59,7.68634594135955,0.095,0,1,0,1,0
ECZACIBASI,2024,25,7.812459141604372,0.095,0,1,0,1,0
VITRA,2010,0,5.521460917862246,0.085,0,0,0,0,0
VITRA,2011,8,5.521460917862246,0.085,0,0,0,0,0
VITRA,2012,1,5.648974238161206,0.085,0,0,0,1,0
VITRA,2013,0,5.800304041646823,0.085,0,0,0,1,0
VITRA,2014,0,6.001909804969521,0.085,0,0,0,1,0
VITRA,2015,0,6.232251533594787,0.085,0,0,0,1,0
VITRA,2016,0,6.477895014039251,0.085,0,1,0,1,0
VITRA,2017,0,6.706617807930542,0.085,0,1,0,1,0
VITRA,2018,0,6.937993462042747,0.085,0,1,0,1,0
VITRA,2019,0,7.154380954443551,0.085,0,1,0,1,0
VITRA,2020,0,7.335242771124794,0.085,0,1,0,1,0
VITRA,2021,0,7.49041772636681,0.085,0,1,0,1,0
VITRA,2022,0,7.593323814018532,0.085,0,1,0,1,0
VITRA,2023,1,7.68634594135955,0.085,0,1,0,1,0
VITRA,2024,0,7.812459141604372,0.085,0,1,0,1,0
KALE_SERAMIK,2010,0,5.521460917862246,0.08,0,0,0,0,0
KALE_SERAMIK,2011,0,5.521460917862246,0.08,0,0,0,0,0
KALE_SERAMIK,2012,1,5.648974238161206,0.08,0,0,0,1,0
KALE_SERAMIK,2013,0,5.800304041646823,0.08,0,0,0,1,0
KALE_SERAMIK,2014,0,6.001909804969521,0.08,0,0,0,1,0
KALE_SERAMIK,2015,0,6.232251533594787,0.08,0,0,0,1,0
KALE_SERAMIK,2016,0,6.477895014039251,0.08,0,1,0,1,0
KALE_SERAMIK,2017,0,6.706617807930542,0.08,0,1,0,1,0
KALE_SERAMIK,2018,1,6.937993462042747,0.08,0,1,0,1,0
KALE_SERAMIK,2019,1,7.154380954443551,0.08,0,1,0,1,0
KALE_SERAMIK,2020,1,7.335242771124794,0.08,0,1,0,1,0
KALE_SERAMIK,2021,2,7.49041772636681,0.08,0,1,0,1,0
KALE_SERAMIK,2022,0,7.593323814018532,0.08,0,1,0,1,0
KALE_SERAMIK,2023,1,7.68634594135955,0.08,0,1,0,1,0
KALE_SERAMIK,2024,0,7.812459141604372,0.08,0,1,0,1,0
